1; 1; 1; 34672
1; 1; 2; 23728
1; 1; 3; 7492
1; 1; 4; 23596
1; 1; 5; 27965
1; 1; 6; 28784
1; 1; 7; 26515
1; 1; 8; 21343
1; 1; 9; 4782
1; 1; 10; 4986
1; 1; 11; 5139
1; 1; 12; 661
1; 1; 13; 24118
1; 1; 14; 31151
1; 1; 15; 881
1; 1; 16; 1221
1; 1; 17; 16093
1; 1; 18; 27465
1; 1; 19; 30164
1; 1; 20; 20412
1; 1; 21; 835
1; 1; 22; 7791
1; 1; 23; 16326
1; 1; 24; 31801
1; 1; 25; 4319
1; 1; 26; 26706
1; 1; 27; 20963
1; 1; 28; 26265
1; 1; 29; 882
1; 1; 30; 4357
1; 1; 31; 1179
1; 1; 32; 32711
1; 1; 33; 3209
1; 1; 34; 24330
1; 1; 35; 34343
1; 1; 36; 31750
1; 1; 37; 19168
1; 1; 38; 395
1; 1; 39; 31517
1; 1; 40; 5296
1; 1; 41; 32245
1; 1; 42; 8699
1; 1; 43; 8983
1; 1; 44; 8492
1; 1; 45; 8444
1; 1; 46; 33226
1; 1; 47; 2524
1; 1; 48; 946
1; 1; 49; 3329
1; 1; 50; 1010
1; 1; 51; 30934
1; 1; 52; 941
1; 1; 53; 28546
1; 1; 54; 19770
1; 1; 55; 15674
1; 1; 56; 33976
1; 1; 57; 25776
1; 1; 58; 30814
1; 1; 59; 1000
1; 1; 60; 34650
1; 1; 61; 7315
1; 1; 62; 6955
1; 1; 63; 26046
1; 1; 64; 25248
1; 1; 65; 5303
1; 1; 66; 25920
1; 1; 67; 7359
1; 1; 68; 907
1; 1; 69; 4774
1; 1; 70; 31663
1; 1; 71; 4845
1; 1; 72; 2627
1; 1; 73; 7941
1; 1; 74; 30809
1; 1; 75; 3349
1; 1; 76; 5114
1; 1; 77; 5126
1; 1; 78; 24078
1; 1; 79; 4977
1; 1; 80; 5170
1; 1; 81; 29250
1; 1; 82; 33211
1; 1; 83; 5178
1; 1; 84; 4755
1; 1; 85; 1764
1; 1; 86; 3003
1; 1; 87; 4884
1; 1; 88; 4780
1; 1; 89; 4763
1; 1; 90; 5056
1; 1; 91; 5787
1; 1; 92; 25195
1; 1; 93; 4987
1; 1; 94; 0
1; 1; 95; 2680
1; 1; 96; 23155
1; 1; 97; 33996
1; 1; 98; 0
2; 1; 1; 363
2; 1; 2; 7772
2; 1; 3; 30968
2; 1; 4; 2314
2; 1; 5; 17262
2; 1; 6; 1727
2; 1; 7; 17201
2; 1; 8; 6887
2; 1; 9; 6286
2; 1; 10; 30969
2; 1; 11; 4970
2; 1; 12; 31548
2; 1; 13; 5052
2; 1; 14; 30238
2; 1; 15; 25969
2; 1; 16; 30152
2; 1; 17; 7480
